date,open,high,low,close,volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,is_trading_day
2018-02-13 15:00:00,8656.26,8669.42,8465.0,8482.38,1450.091348,13973,546.163767,4673998.67663676,1
2018-02-13 15:30:00,8482.29,8560.0,8450.0,8531.12,1139.021256,12678,557.963345,4744168.62433602,1
2018-02-13 16:00:00,8531.06,8580.1,8371.0,8440.0,1593.788531,14521,721.793295,6097678.35767346,1
2018-02-13 16:30:00,8439.99,8460.71,8385.0,8431.08,938.71731,8799,465.226737,3919261.37172434,1
2018-02-13 17:00:00,8431.1,8489.99,8351.0,8454.55,1003.791659,9958,503.791557,4234440.28977045,1
2018-02-13 17:30:00,8454.55,8519.0,8429.26,8491.04,789.794896,9055,351.065067,2979798.76912845,1
2018-02-13 18:00:00,8497.82,8568.0,8411.15,8440.57,904.555357,9421,408.477849,3466280.0526574,1
2018-02-13 18:30:00,8440.65,8580.0,8440.0,8531.47,965.332359,9410,452.248368,3853155.16059774,1
2018-02-13 19:00:00,8525.08,8539.9,8450.0,8535.06,512.772427,6765,245.410898,2086205.55713436,1
2018-02-13 19:30:00,8535.06,8595.99,8500.0,8586.7,712.344195,7768,350.087577,2997449.21379903,1
2018-02-13 20:00:00,8586.7,8645.0,8550.0,8584.0,819.125011,8987,379.076034,3261544.75495132,1
2018-02-13 20:30:00,8586.18,8622.99,8551.12,8604.9,525.282874,6560,248.775223,2134311.26916893,1
2018-02-13 21:00:00,8604.94,8644.0,8582.41,8624.58,594.351577,7258,296.319856,2553871.50650019,1
2018-02-13 21:30:00,8624.43,8680.0,8618.0,8630.0,623.29451,7842,265.636684,2299730.65842764,1
2018-02-13 22:00:00,8629.0,8638.0,8492.0,8522.04,1155.264121,12074,597.529988,5110259.10359641,1
2018-02-13 22:30:00,8522.09,8550.0,8462.0,8489.91,858.424075,9022,381.58459,3244537.32800013,1
2018-02-13 23:00:00,8486.05,8552.37,8486.05,8550.0,476.972251,6477,249.471403,2127911.15488856,1
2018-02-13 23:30:00,8550.89,8569.71,8493.33,8542.98,515.07723,6775,259.918272,2216693.72794401,1
2018-02-14 00:00:00,8542.98,8598.29,8526.01,8584.14,453.01258,6568,218.069218,1867341.17293885,1
2018-02-14 00:30:00,8585.0,8630.0,8550.32,8622.66,477.502031,7211,225.989233,1942401.76397419,1
2018-02-14 01:00:00,8616.08,8647.03,8591.0,8622.07,619.459092,7626,361.71723,3118910.36085172,1
2018-02-14 01:30:00,8623.88,8638.04,8565.0,8569.69,384.289294,5945,171.499257,1477976.55826016,1
2018-02-14 02:00:00,8569.69,8610.54,8540.39,8591.64,461.998694,7167,216.760866,1859042.19976252,1
2018-02-14 02:30:00,8577.5,8620.0,8575.01,8616.04,289.650993,5261,125.4396,1079070.26700276,1
2018-02-14 03:00:00,8616.11,8725.0,8616.09,8694.06,967.368936,11546,502.300427,4357473.71098551,1
2018-02-14 03:30:00,8694.0,8717.0,8651.99,8700.01,614.960824,8938,276.290767,2401069.09684012,1
2018-02-14 04:00:00,8701.62,8707.52,8634.0,8650.0,480.936064,6243,199.367394,1730294.05965327,1
