split,group,tp_threshold,sample_count,hit_count,hit_rate,miss_count,miss_return_mean,close_h2_return_mean,two_sided_count,two_sided_rate
test,p2_exit_after_h1_no_selected_no_h2,-0.0015,10496,8442,0.8043064024390244,2054,-0.009222455973113617,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,-0.001,10496,7990,0.7612423780487805,2506,-0.008465928826701575,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,-0.0005,10496,7473,0.711985518292683,3023,-0.007765253343509998,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.0,10496,6925,0.6597751524390244,3571,-0.007157244880538695,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.0005,10496,6301,0.6003239329268293,4195,-0.006529257932438303,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.001,10496,5700,0.5430640243902439,4796,-0.0060322323816417445,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.0015,10496,5090,0.4849466463414634,5406,-0.005563730677557895,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.002,10496,4488,0.42759146341463417,6008,-0.005137806987998942,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.0025000000000000005,10496,3863,0.3680449695121951,6633,-0.004723343589002275,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.003,10496,3237,0.3084032012195122,7259,-0.00430571636231851,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.0034999999999999996,10496,2705,0.2577172256097561,7791,-0.003981737728957954,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.004,10496,2276,0.21684451219512196,8220,-0.0037314839561927403,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.0045000000000000005,10496,1875,0.17863948170731708,8621,-0.0034724444612244327,-0.0020789414103774503,,
test,p2_exit_after_h1_no_selected_no_h2,0.005,10496,1556,0.1482469512195122,8940,-0.0032680911812041284,-0.0020789414103774503,,
test,p2_exit_after_h2_selected,-0.002,1215,1214,0.9991769547325103,1,-0.027624086236726297,0.0018715271359150659,,
test,p2_exit_after_h2_selected,-0.0015,1215,1213,0.9983539094650206,2,-0.015915841443769174,0.0018715271359150659,,
test,p2_exit_after_h2_selected,-0.001,1215,1212,0.9975308641975309,3,-0.01322300801366949,0.0018715271359150659,,
test,p2_exit_after_h2_selected,-0.0005,1215,1210,0.9958847736625515,5,-0.011857672497064375,0.0018715271359150659,,
test,p2_exit_after_h2_selected,0.0,1215,1208,0.994238683127572,7,-0.011036101411783208,0.0018715271359150659,,
